"INTERVAL","ELAPSED","TIMESTAMP","TRANSACTIONS","THROUGHPUT","LATENCY","EVICTING","LATENCY_50","LATENCY_95","LATENCY_99"
"262","263000","1446020282644","4156","4156.0","2.0487709715177527","0","1.0","4.0","16.38000000000011"
"263","264000","1446020283636","3844","3844.0","2.305960817007086","0","1.0","5.0","43.07999999999993"
"264","265000","1446020284635","3996","3996.0","2.366015625","0","1.0","5.0","35.81999999999971"
"265","266000","1446020285635","4317","4317.0","2.033564392557461","0","1.0","4.0","16.59999999999991"
"266","267000","1446020286653","3752","3752.0","1.7605388961321164","0","1.0","4.0","9.0"
"267","268000","1446020287635","4235","4235.0","1.9902694610778444","0","1.0","5.0","10.0"
"268","269000","1446020288636","3829","3829.0","2.3219917012448135","0","1.0","4.0","41.909999999999854"
"269","270000","1446020289636","4108","4108.0","1.8707930367504835","0","1.0","4.0","8.159999999999854"
"270","271000","1446020290635","4142","4142.0","2.1861163227016887","0","1.0","5.0","13.0"
"271","272000","1446020291635","4500","4500.0","2.5077399380804954","0","1.0","5.0","25.940000000000055"
"272","273000","1446020292635","4454","4454.0","2.6375471051730046","0","1.0","7.0","34.0"
"273","274000","1446020293635","4238","4238.0","2.2826803368729403","0","1.0","4.0","41.0"
"274","275000","1446020294635","4194","4194.0","2.112961622013034","0","1.0","5.0","15.0"
"275","276000","1446020295636","4195","4195.0","2.0881254667662437","0","1.0","5.0","16.0"
"276","277000","1446020296635","3976","3976.0","1.7325069972011196","0","1.0","4.0","8.0"
"277","278000","1446020297635","4442","4442.0","2.5107266435986157","0","1.0","5.0","33.55000000000064"
"278","279000","1446020298635","3760","3760.0","1.9143692564745196","0","1.0","4.0","10.070000000000164"
"279","280000","1446020299635","4292","4292.0","1.764992503748126","0","1.0","4.0","9.0"
"280","281000","1446020300635","3659","3659.0","2.1144578313253013","0","1.0","4.0","22.929999999999836"
"281","282000","1446020301634","3947","3947.0","1.933115823817292","0","1.0","4.0","9.0"
"282","283000","1446020302636","4011","4011.0","1.8569169960474308","0","1.0","4.0","9.0"
"283","284000","1446020303636","4206","4206.0","2.1561410306082913","0","1.0","5.0","15.0"
"284","285000","1446020304635","4383","4383.0","1.9992764109985528","0","1.0","4.0","13.36999999999989"
"285","286000","1446020305635","4143","4143.0","1.8243614931237722","0","1.0","4.0","10.0"
"286","287000","1446020306636","4051","4051.0","2.091015625","0","1.0","4.0","14.0"
"287","288000","1446020307635","3790","3790.0","1.9172646686365555","0","1.0","4.0","9.0"
"288","289000","1446020308653","3772","3772.0","1.760823875577974","0","1.0","4.0","7.0"
"289","290000","1446020309635","3801","3801.0","2.142492556358996","0","1.0","4.0","41.5"
"290","291000","1446020310635","3844","3844.0","2.1040983606557377","0","1.0","5.0","15.0"
"291","292000","1446020311635","4301","4301.0","2.237577076532463","0","1.0","5.0","22.0"
"292","293000","1446020312635","3950","3950.0","2.4645135566188197","0","1.0","5.0","45.929999999999836"
"293","294000","1446020313634","4216","4216.0","1.7831138652207592","0","1.0","4.0","8.0"
"294","295000","1446020314636","4263","4263.0","2.5378619153674835","0","1.0","6.0","41.0"
"295","296000","1446020315635","4308","4308.0","1.9436936936936937","0","1.0","4.0","12.36999999999989"
"296","297000","1446020316650","4259","4259.0","2.0580668871738332","0","1.0","5.0","14.800000000000182"
"297","298000","1446020317635","4243","4243.0","1.8396974063400577","0","1.0","4.0","10.25"
"298","299000","1446020318634","3808","3808.0","1.900853311661926","0","1.0","4.0","9.0"
"299","300000","1446020319636","3806","3806.0","1.9293053842992192","0","1.0","4.0","10.679999999999836"
