"INTERVAL","ELAPSED","TIMESTAMP","TRANSACTIONS","THROUGHPUT","LATENCY","EVICTING","LATENCY_50","LATENCY_95","LATENCY_99"
"239","240000","1446027229697","560","560.0","2.9389830508474577","0","1.0","4.0","62.30000000000001"
"240","241000","1446027230698","636","636.0","2.123943661971831","0","1.0","4.0","5.0"
"241","242000","1446027231698","717","717.0","2.0831295843520783","0","1.0","4.0","4.920000000000016"
"242","243000","1446027232698","595","595.0","2.168253968253968","0","1.0","4.0","6.0"
"243","244000","1446027233697","783","783.0","2.0899122807017543","0","1.0","4.0","4.449999999999989"
"244","245000","1446027234697","692","692.0","1.6487252124645893","0","1.0","4.0","5.0"
"245","246000","1446027235698","700","700.0","1.9553805774278215","0","1.0","4.0","7.0"
"246","247000","1446027236698","667","667.0","1.9838709677419355","0","1.0","4.0","5.0"
"247","248000","1446027237697","570","570.0","1.7682539682539682","0","1.0","4.0","5.0"
"248","249000","1446027238698","677","677.0","1.886111111111111","0","1.0","3.0500000000000114","4.0"
"249","250000","1446027239697","572","572.0","2.764705882352941","0","1.0","4.0","58.89999999999998"
"250","251000","1446027240698","638","638.0","1.96","0","1.0","4.0","5.0"
"251","252000","1446027241698","671","671.0","1.9700272479564032","0","1.0","4.0","4.339999999999975"
"252","253000","1446027242697","703","703.0","1.9583333333333333","0","1.0","4.0","6.680000000000064"
"253","254000","1446027243698","647","647.0","2.0082872928176796","0","1.0","3.0","5.0"
"254","255000","1446027244697","664","664.0","1.6311239193083573","0","1.0","3.0","4.0"
"255","256000","1446027245698","664","664.0","2.076923076923077","0","1.0","4.0","5.0"
"256","257000","1446027246698","749","749.0","1.923832923832924","0","1.0","4.0","5.0"
"257","258000","1446027247697","825","825.0","1.7695652173913043","0","1.0","4.0","4.410000000000025"
"258","259000","1446027248698","712","712.0","2.152061855670103","0","1.0","4.0","5.0"
"259","260000","1446027249697","611","611.0","2.2063492063492065","0","1.0","4.0","5.0"
"260","261000","1446027250698","741","741.0","1.797029702970297","0","1.0","3.8500000000000227","4.970000000000027"
"261","262000","1446027251698","674","674.0","2.0726256983240225","0","1.0","4.0","7.430000000000007"
"262","263000","1446027252697","613","613.0","2.2810650887573964","0","1.0","4.0","5.0"
"263","264000","1446027253702","566","566.0","2.2899022801302933","0","1.0","4.0","36.95999999999992"
"264","265000","1446027254697","720","720.0","1.6299212598425197","0","1.0","4.0","5.0"
"265","266000","1446027255698","749","749.0","1.7577937649880095","0","1.0","4.0","5.0"
"266","267000","1446027256698","564","564.0","2.5272108843537415","0","1.0","4.0","53.349999999999966"
"267","268000","1446027257698","585","585.0","2.8623853211009176","0","1.0","4.0","57.66000000000008"
"268","269000","1446027258698","712","712.0","1.8952618453865338","0","1.0","4.0","5.0"
"269","270000","1446027259699","644","644.0","1.6572237960339944","0","1.0","3.0","4.0"
"270","271000","1446027260697","648","648.0","1.8783382789317506","0","1.0","3.0","5.0"
"271","272000","1446027261698","592","592.0","3.5737704918032787","0","1.0","3.0","61.63999999999879"
"272","273000","1446027262698","689","689.0","2.1536388140161726","0","1.0","3.5","5.0"
"273","274000","1446027263698","703","703.0","2.2946175637393766","0","1.0","4.0","5.0"
"274","275000","1446027264698","743","743.0","1.9242424242424243","0","1.0","4.0","4.050000000000011"
"275","276000","1446027265697","644","644.0","1.7438271604938271","0","1.0","4.0","4.769999999999982"
"276","277000","1446027266697","659","659.0","2.5546448087431695","0","1.0","4.0","57.40000000000009"
"277","278000","1446027267698","757","757.0","1.9955654101995566","0","1.0","4.0","6.0"
"278","279000","1446027268698","722","722.0","1.8927680798004987","0","1.0","4.0","4.0"
"279","280000","1446027269697","764","764.0","2.011764705882353","0","1.0","4.0","5.759999999999991"
"280","281000","1446027270698","734","734.0","1.837378640776699","0","1.0","4.0","5.889999999999986"
"281","282000","1446027271697","678","678.0","1.9129213483146068","0","1.0","4.0","5.449999999999989"
"282","283000","1446027272698","711","711.0","2.072386058981233","0","1.0","4.0","4.279999999999973"
"283","284000","1446027273697","617","617.0","2.846820809248555","0","1.0","4.0","63.10000000000002"
"284","285000","1446027274698","679","679.0","1.9637305699481866","0","1.0","4.0","5.0"
"285","286000","1446027275698","659","659.0","2.1564245810055866","0","1.0","4.0","5.430000000000007"
"286","287000","1446027276697","653","653.0","2.3294460641399417","0","1.0","4.0","40.11999999999978"
"287","288000","1446027277697","650","650.0","2.221917808219178","0","1.0","4.0","5.0"
"288","289000","1446027278698","573","573.0","2.6577181208053693","0","1.0","4.0","57.08999999999992"
"289","290000","1446027279698","643","643.0","3.361581920903955","0","1.0","4.0","84.0"
"290","291000","1446027280698","673","673.0","1.956896551724138","0","1.0","4.0","6.0"
"291","292000","1446027281697","804","804.0","1.7317647058823529","0","1.0","4.0","5.0"
"292","293000","1446027282698","689","689.0","2.447802197802198","0","1.0","4.0","26.980000000000246"
"293","294000","1446027283698","706","706.0","2.0759493670886076","0","1.0","4.0","5.0"
"294","295000","1446027284698","712","712.0","1.9177057356608478","0","1.0","4.0","5.0"
"295","296000","1446027285697","702","702.0","1.8608695652173912","0","1.0","4.0","4.560000000000002"
"296","297000","1446027286698","608","608.0","2.880503144654088","0","1.0","4.0","51.829999999999984"
"297","298000","1446027287697","725","725.0","1.9097938144329898","0","1.0","4.0","4.1299999999999955"
"298","299000","1446027288698","641","641.0","1.6848137535816619","0","1.0","4.0","4.0"
"299","300000","1446027289698","714","714.0","2.114206128133705","0","1.0","4.0","5.0"
