"INTERVAL","ELAPSED","TIMESTAMP","TRANSACTIONS","THROUGHPUT","LATENCY","EVICTING","LATENCY_50","LATENCY_95","LATENCY_99"
"195","196000","1445964686135","623","623.0","2.659090909090909","0","2.0","4.0","6.0"
"196","197000","1445964687135","646","646.0","2.464720194647202","0","2.0","4.0","6.0"
"197","198000","1445964688135","648","648.0","2.8653846153846154","0","2.0","4.0","7.0"
"198","199000","1445964689135","609","609.0","2.2364130434782608","0","2.0","4.0","5.329999999999984"
"199","200000","1445964690135","724","724.0","2.5285087719298245","0","2.0","5.0","5.449999999999989"
"200","201000","1445964691136","683","683.0","2.6244541484716155","0","2.0","4.0","6.0"
"201","202000","1445964692136","680","680.0","2.920273348519362","0","2.0","4.0","20.6400000000001"
"202","203000","1445964693136","640","640.0","2.6437346437346436","0","2.0","4.0","5.0"
"203","204000","1445964694136","709","709.0","2.189765458422175","0","2.0","4.600000000000023","6.0"
"204","205000","1445964695136","579","579.0","2.1853932584269664","0","2.0","4.0","5.0"
"205","206000","1445964696148","706","706.0","2.3229398663697105","0","2.0","4.0","5.0"
"206","207000","1445964697136","302","302.0","8.935960591133005","0","2.0","5.0","58.0"
"207","208000","1445964698135","590","590.0","2.8292682926829267","0","2.0","5.0","6.0"
"208","209000","1445964699136","650","650.0","2.8389423076923075","0","2.0","5.0","9.0"
"209","210000","1445964700135","692","692.0","2.9655172413793105","0","2.0","5.0","7.3700000000000045"
"210","211000","1445964701135","695","695.0","2.702407002188184","0","2.0","4.0","6.0"
"211","212000","1445964702135","664","664.0","2.3254716981132075","0","2.0","4.0","6.0"
"212","213000","1445964703135","745","745.0","2.3102040816326532","0","2.0","4.0","5.220000000000027"
"213","214000","1445964704136","630","630.0","2.4135338345864663","0","2.0","4.0","6.019999999999982"
"214","215000","1445964705135","659","659.0","2.3822115384615383","0","2.0","4.0","5.0"
"215","216000","1445964706135","669","669.0","2.6291866028708135","0","2.0","4.0","5.0"
"216","217000","1445964707172","793","793.0","2.632183908045977","0","2.0","4.0","6.0"
"217","218000","1445964708136","671","671.0","2.4893617021276597","0","2.0","4.0","5.779999999999973"
"218","219000","1445964709134","623","623.0","2.131367292225201","0","2.0","4.0","6.0"
"219","220000","1445964710135","707","707.0","2.455981941309255","0","2.0","4.0","5.0"
"220","221000","1445964711135","603","603.0","2.323529411764706","0","2.0","4.0","5.0"
"221","222000","1445964712135","661","661.0","2.52","0","2.0","5.0","6.759999999999991"
"222","223000","1445964713136","615","615.0","2.89544235924933","0","2.0","4.0","16.919999999998936"
"223","224000","1445964714135","685","685.0","2.6449438202247193","0","2.0","4.0","5.560000000000002"
"224","225000","1445964715135","683","683.0","2.4954954954954953","0","2.0","4.0","5.569999999999993"
"225","226000","1445964716135","681","681.0","2.5142231947483586","0","2.0","4.0","5.0"
"226","227000","1445964717134","798","798.0","2.0689655172413794","0","2.0","4.0","5.0"
"227","228000","1445964718135","701","701.0","2.7373068432671084","0","2.0","5.0","7.480000000000018"
"228","229000","1445964719135","687","687.0","2.1025641025641026","0","2.0","4.0","4.720000000000027"
"229","230000","1445964720136","649","649.0","2.546116504854369","0","2.0","4.0","7.0"
"230","231000","1445964721135","594","594.0","3.551912568306011","0","2.0","5.0","60.0"
"231","232000","1445964722135","715","715.0","2.686695278969957","0","2.0","4.0","8.0"
"232","233000","1445964723136","744","744.0","2.4803312629399588","0","2.0","4.0","6.0"
"233","234000","1445964724136","699","699.0","2.136890951276102","0","2.0","4.0","5.0"
"234","235000","1445964725135","649","649.0","2.376237623762376","0","2.0","4.0","4.970000000000027"
"235","236000","1445964726136","734","734.0","2.35966735966736","0","2.0","4.0","5.0"
"236","237000","1445964727135","685","685.0","2.7404921700223714","0","2.0","4.0","6.0"
"237","238000","1445964728135","600","600.0","2.7315068493150685","0","2.0","4.0","13.560000000000286"
"238","239000","1445964729136","652","652.0","2.292270531400966","0","2.0","4.0","5.0"
"239","240000","1445964730136","651","651.0","2.565432098765432","0","2.0","4.0","5.0"
"240","241000","1445964731135","690","690.0","2.530232558139535","0","2.0","4.0","5.7099999999999795"
"241","242000","1445964732135","745","745.0","2.7696969696969695","0","2.0","4.0","12.120000000000005"
"242","243000","1445964733135","739","739.0","2.6149193548387095","0","2.0","4.0","5.0"
"243","244000","1445964734135","762","762.0","2.3621399176954734","0","2.0","4.0","5.149999999999977"
"244","245000","1445964735136","676","676.0","2.995475113122172","0","2.0","5.0","57.769999999999925"
"245","246000","1445964736135","762","762.0","2.5964566929133857","0","2.0","4.0","6.0"
"246","247000","1445964737136","685","685.0","2.4674157303370787","0","2.0","4.0","6.0"
"247","248000","1445964738136","696","696.0","2.195804195804196","0","2.0","4.0","5.0"
"248","249000","1445964739135","684","684.0","3.009111617312073","0","2.0","4.0","54.48000000000002"
"249","250000","1445964740135","717","717.0","2.2717622080679405","0","2.0","4.0","6.0"
"250","251000","1445964741136","636","636.0","3.341645885286783","0","2.0","5.0","59.0"
"251","252000","1445964742135","702","702.0","2.403470715835141","0","2.0","4.0","5.399999999999977"
"252","253000","1445964743135","625","625.0","2.797979797979798","0","2.0","4.0","8.050000000000011"
"253","254000","1445964744136","763","763.0","3.4217557251908395","0","2.0","5.0","58.76999999999998"
"254","255000","1445964745136","792","792.0","2.6339113680154145","0","2.0","4.0","7.0"
"255","256000","1445964746136","729","729.0","2.657446808510638","0","2.0","4.0","6.310000000000002"
"256","257000","1445964747135","728","728.0","2.446315789473684","0","2.0","4.0","8.0"
"257","258000","1445964748135","723","723.0","2.373362445414847","0","2.0","4.0","7.0"
"258","259000","1445964749135","675","675.0","2.4444444444444446","0","2.0","4.0","6.0"
"259","260000","1445964750135","672","672.0","2.537931034482759","0","2.0","4.0","6.0"
"260","261000","1445964751135","721","721.0","2.964583333333333","0","2.5","4.050000000000011","9.839999999999918"
"261","262000","1445964752135","691","691.0","2.669724770642202","0","2.0","4.0","7.649999999999977"
"262","263000","1445964753135","629","629.0","2.608173076923077","0","2.0","4.0","6.0"
"263","264000","1445964754135","709","709.0","2.1352549889135255","0","2.0","4.0","5.0"
"264","265000","1445964755134","778","778.0","2.465909090909091","0","2.0","4.0","6.0"
"265","266000","1445964756136","703","703.0","2.9578713968957873","0","2.0","4.0","55.5"
"266","267000","1445964757136","787","787.0","2.2755905511811023","0","2.0","4.0","5.930000000000007"
"267","268000","1445964758135","685","685.0","2.375291375291375","0","2.0","4.0","6.0"
"268","269000","1445964759136","685","685.0","2.596774193548387","0","2.0","4.0","5.0"
"269","270000","1445964760134","728","728.0","2.6910229645093944","0","2.0","5.0","7.440000000000055"
"270","271000","1445964761135","686","686.0","2.4553775743707096","0","2.0","4.0","5.0"
"271","272000","1445964762136","720","720.0","2.260593220338983","0","2.0","4.0","6.0"
"272","273000","1445964763136","662","662.0","2.908235294117647","0","2.0","4.0","49.0"
"273","274000","1445964764135","660","660.0","2.5058275058275057","0","2.0","4.0","5.720000000000027"
"274","275000","1445964765135","764","764.0","2.1930894308943087","0","2.0","4.0","5.0"
"275","276000","1445964766135","648","648.0","2.25990099009901","0","2.0","4.0","6.0"
"276","277000","1445964767135","699","699.0","2.506637168141593","0","2.0","4.0","5.490000000000009"
"277","278000","1445964768134","772","772.0","2.398","0","2.0","4.0","6.0"
"278","279000","1445964769135","708","708.0","2.3736263736263736","0","2.0","4.0","5.0"
"279","280000","1445964770134","683","683.0","2.868181818181818","0","2.0","4.0","40.980000000000246"
"280","281000","1445964771134","778","778.0","2.111969111969112","0","2.0","4.0","5.0"
